username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
gillyworks,2018-10-23 14:50,133,188,"# mulherescombolsonaro , estao atentas ? voce suando prum filho ser bem-sucedido # enem2018 cursar federal ? olha ai proposta # bolsonaro . voce rica ? pode pagar ensino universitario melhor qualidade ? # b17 https : //educacao.estadao.com.br/noticias/geral , equipe-de-bolsonaro-quer-cobranca-de-mensalidade-em-universidades-federais,70002557697 ...",,,# # # #,"1,05479211647859E+018",https://twitter.com/gillyworks/status/1054792116478586881
gillyworks,2018-10-23 14:49,101,125,"# mulherescombolsonaro , fala serio ! ! ! cara nao consegue ler direito , parece bonecos circo ! voce alguma vez escutou lula , rui costa , jaques wagner miguel arraes ameacar adversarios politicos assim ? # b17",,,# #,"1,05479200631108E+018",https://twitter.com/gillyworks/status/1054792006311075845
MariaFl81220142,2018-10-23 14:36,43,57,"cara esfaqueou mestre capoeira aqui bahia , imprensa divulgou fake news involucrando bolsonaro . cara desmentiu tudo vivo ! falou conversava sobre futebol assistam ! divulguem maximo farsa descoberta # fakenewsdohaddad # b17 # bahia",,,# # #,"1,05478873534532E+018",https://twitter.com/MariaFl81220142/status/1054788735345324033
_SaraWinter,2018-10-23 13:56,35,254,"ontem dia gravacao entrevista pro canal euronews , exibido toda uniao europeia ! tema : porque bolsonaro melhor opcao pro brasil ! assim sair posto canal pra voces ! # b17",,,#,"1,05477870249041E+018",https://twitter.com/_SaraWinter/status/1054778702490406912
IsaacMiguel1808,2018-10-23 13:37,11,45,povo ja tah sendo avisado ! ate ! ! ! # ptnao # bolsonaro17 # marqueteirosdejair,,,# # #,"1,05477374174033E+018",https://twitter.com/IsaacMiguel1808/status/1054773741740326913
andrefernm,2018-10-23 13:32,41,617,cozinheiros opressores ... # b17,,,#,"1,05477249481565E+018",https://twitter.com/andrefernm/status/1054772494815649794
Azarena17,2018-10-23 12:11,1,3,"collage w/ various biased news sources americans assume to be reliable . they often have foreign authors whose goals and interests are not neutral ! take min . to think about who the writers are ! think critically , not rely on 3rd party sources ! not be misled # bolsonaro17",,,#,"1,05475220900967E+018",https://twitter.com/Azarena17/status/1054752209009668096
MiriaFigueiredo,2018-10-23 10:33,24,57,spoiler thriller corrupto . # atentadofakedopt # haddadnaoecristao,,,# #,"1,05472739400165E+018",https://twitter.com/MiriaFigueiredo/status/1054727394001649665
rafaelgui,2018-10-23 10:12,1,0,"farsa zumbis , # bolsonaropresidente17",,,#,"1,05472222745373E+018",https://twitter.com/rafaelgui/status/1054722227453730816
joicehasselmann,2018-10-23 08:05,4680,13463,olha malandragem bando petista liderado @ gleisi narizinho . ja estao forjando atentado contra @ haddad_fernando ? nao adianta tentar tigrada . ja desmascarei planos vcs semana passada . beijinho ombro @ jairmessiasbolsonaro presidente ! # b17 neles !,,@ @ @jairmessiasbolsonaro,#,"1,05469017756472E+018",https://twitter.com/joicehasselmann/status/1054690177564717057
SerraVone,2018-10-23 14:38,10,21,"capitao melhor senhor alertar autoridades sobre video , adversarios nao escrupulos nenhum serao capazes tudo incriminar senhor ! lado , pois sabemos homem honrado ! # bolsonaro17",,,#,"1,05478912086061E+018",https://twitter.com/SerraVone/status/1054789120860606465
MiraAcre,2018-10-23 15:06,269,417,# haddadefefeca pai @ lobaoeletrico conceituando mt bem palavra fefeca # haddadnaoecristao # atentadofakedopt,,@,# # #,"1,05479629960896E+018",https://twitter.com/MiraAcre/status/1054796299608961024
carlosjordy,2018-10-24 20:34,350,1180,recado tropa jair bolsonaro niteroi petistas esquerdistas cidade . # vaiterquetrabalhar # bolsonaropresidente17,,,# #,"1,05524116699479E+018",https://twitter.com/carlosjordy/status/1055241166994788353
yarajanuth,2018-10-24 19:17,4,151,pt destruiu vida ... nao . # b17,,,#,"1,05522181349459E+018",https://twitter.com/yarajanuth/status/1055221813494587392
levistania,2018-10-24 18:45,22,27,"oleo peroba nesse malddad ... , # bolsonaropresidente # bolsonaro17 # bolsonarosim # bolsonaro # bolsonaropresidentdobrasil",,,# # # # #,"1,05521378692637E+018",https://twitter.com/levistania/status/1055213786926366721
caixa2doMito,2018-10-24 18:16,2,4,# meupartidoeobrasil # b17 # aceitaquedoimenos # euvimdegraca17,,,# # # #,"1,05520644453279E+018",https://twitter.com/caixa2doMito/status/1055206444532789248
Gerson97631267,2018-10-24 18:08,93,123,montagem cid gomes haddad ficou d++++ # elesim # ptnuncamais # forapt # bolsonaropresidente,,,# # # #,"1,05520440853808E+018",https://twitter.com/Gerson97631267/status/1055204408538075137
Gerson97631267,2018-10-24 18:01,9,14,ferramenta fake news haddad ... .. # elesim # ptnuncamais # forapt # bolsonaropresidentepic.twitter.com/pzpik08gjl,,,# # # #,"1,05520271885441E+018",https://twitter.com/Gerson97631267/status/1055202718854406158
Nathy48487766,2018-10-24 17:24,35,70,previsao tempo nunca erra ! ! ! kkkk # bolsonaropresidente # b17,,,# #,"1,05519337118516E+018",https://twitter.com/Nathy48487766/status/1055193371185160192
felipe_depaula,2018-10-24 16:43,93,244,quero # haddadpresidentesim # haddad13presidente # haddademanu # bolsonaropredsidente # bolsonaropresidente # bolsonaro17,,,# # # # # #,"1,05518302025112E+018",https://twitter.com/felipe_depaula/status/1055183020251115521
MarileneGdaMott,2018-10-24 16:23,9,13,# b17 neles ! # bolsonaropresidente,,,# #,"1,05517792044297E+018",https://twitter.com/MarileneGdaMott/status/1055177920442974209
DrDayAlves,2018-10-24 14:37,564,970,"prefeito feira santana - ba declara voto bolsonaro ... contra pt ! brasil cansou mentiras desgoverno pt ... chega ! haddad , vc mente , finge engana populacao ! # bolsonaropredsidente # bolsonaropresidente17",,,# #,"1,05515125314204E+018",https://twitter.com/DrDayAlves/status/1055151253142036486
Francischini_,2018-10-24 14:23,1241,3463,humilhacao petista : cid vez hahaha ! # bolsonaro17 # delegadofrancischini # compartilhe,,,# # #,"1,05514788735567E+018",https://twitter.com/Francischini_/status/1055147887355674624
kmilaviana,2018-10-24 14:02,1000,2286,manifestacao prol @ jairbolsonaro # bhshopping noite ontem . festa comecou passarela br-356 . # olulatapresobabaca # bolsonaropresidente # bolsonaropresidentedobrasil # bolsonaropresidente17 # minasgerais # bh,,@,# # # # # # #,"1,05514261810188E+018",https://twitter.com/kmilaviana/status/1055142618101878789
OzielCosta_,2018-10-24 13:32,4,16,voces vai perder haha pt vai dancar # forapt # elesnao # elesim,,,# # #,"1,05513495484004E+018",https://twitter.com/OzielCosta_/status/1055134954840039424
gillyworks,2018-10-24 13:21,44,44,"# mulherescombolsonaro , voce sabe pq ricos odeiam ver pobre ufrj ufmg ? pq nao querem ver filhos voces competindo melhores empregos . sabe sonegacao impostos ? assiste video ate final , sao so 2 minutinhos . # b17 https : //youtu.be/elbqbueu0tq",,,# #,"1,0551321617901E+018",https://twitter.com/gillyworks/status/1055132161790095360
SouEstou,2018-10-24 13:05,40,48,vc sabe q vai perder ne ? # bolsonaropresidente # ibopefake # suasticafake # bolsonaro17 # bolsonaropresidente # naoaceitaremosfraude,,,# # # # # #,"1,05512820952683E+018",https://twitter.com/SouEstou/status/1055128209526833152
victor_joao_rv,2018-10-24 12:45,38,62,# bolsonaropresidente # estoucombolsonaro # b17 brasil acima tudo deus acima todos .,,,# # #,"1,05512317583775E+018",https://twitter.com/victor_joao_rv/status/1055123175837745153
Francischini_,2018-10-24 11:41,1258,2845,"haddad , senhor nao jogado biblia ... # delegadofrancischini # bolsonaro17 # compartilhe",,,# # #,"1,05510701591422E+018",https://twitter.com/Francischini_/status/1055107015914217473
denise47613384,2018-10-24 11:26,0,2,forapt # b17,,,#,"1,05510316774933E+018",https://twitter.com/denise47613384/status/1055103167749328898
coimbrafiho,2018-10-24 09:41,1,1,# brasilien will die roten # ratten aus dem land jagen # bolsonaro17 https : //indexexpurgatorius.wordpress.com/2018/10/24/brasilien-will-die-roten-ratten-aus-dem-land-jagen/ ... via @ sorpri,,@,# # #,"1,05507676750392E+018",https://twitter.com/coimbrafiho/status/1055076767503917056
realchenx,2018-10-24 08:32,6,9,# bolsonaropresidente17 % moro pic.twitter.com/eelejj2o8,,,#,"1,05505936269841E+018",https://twitter.com/realchenx/status/1055059362698407937
Baguncin17,2018-10-25 20:51,123,154,dia independencia parte 2 # b17 # nordestee17,,,# #,"1,05560769699557E+018",https://twitter.com/Baguncin17/status/1055607696995565568
diiegogomess7,2018-10-25 19:23,24,54,confio jair messias bolsonaro ! voto confianca proximos 4 anos . deus abencoe brasil ! # bolsonaro # b17,,,# #,"1,05558560694284E+018",https://twitter.com/diiegogomess7/status/1055585606942838784
FtimaSi98659736,2018-10-25 19:11,1,11,rasil acima tudo . deus acima todos . # bolsonaropresidente17,,,#,"1,05558262463743E+018",https://twitter.com/FtimaSi98659736/status/1055582624637431809
klaus_sergio,2018-10-25 18:19,269,484,"casa caiu , 71 , vagaba ! vai apodrecer cadeia , cadela ! # b17 # bolsonaropresidenteeleito # nordestee17",,,# # #,"1,05556953689901E+018",https://twitter.com/klaus_sergio/status/1055569536899006464
prjbcarvalho,2018-10-25 15:49,58,180,"olha so turma boa , gente bem dizendo # elesim",,,#,"1,05553193290423E+018",https://twitter.com/prjbcarvalho/status/1055531932904230912
FlvioRgis1,2018-10-25 15:20,4,9,@ jairbolsonaro @ bolsonarosp @ carlosbolsonaro olha responsabilidade voces maos ... vamos la nova geracao ja ama entao vamos cuida las ... # b17 # bolsonaropresidenteeleito # presidentebolsonaro # jairmessiasbolsonaro17 # jairbolsonatopresidentedobrasil,,@ @ @,# # # # #,"1,05552461675041E+018",https://twitter.com/FlvioRgis1/status/1055524616750411777
klaus_sergio,2018-10-25 15:16,52,84,ta ficando pessimo pro andrade ... # b17 # bolsonaropresidenteeleito,,,# #,"1,05552351436988E+018",https://twitter.com/klaus_sergio/status/1055523514369875974
carolcos_,2018-10-25 14:44,31,67,lado voce ? ? ? # eleicoes2018 # bolsonaro17 ilustracao @ eudesrochastudio,,@eudesrochastudio,# #,"1,05551541414124E+018",https://twitter.com/carolcos_/status/1055515414141243395
PedroLorenzo87,2018-10-25 13:59,1257,3328,ilustracao fiz sobre suasticas misteriosas ! # elesim # jairbolsonaro # eleicoes # bolsonaro,,,# # # #,"1,05550412329307E+018",https://twitter.com/PedroLorenzo87/status/1055504123293065216
CelesTinoo98,2018-10-25 13:54,2,4,"vao nao ... ja perderam , tao deixando sonharem ! lula ta preso babaca ! kkkkkkkkk # b17",,,#,"1,05550279641233E+018",https://twitter.com/CelesTinoo98/status/1055502796412329984
PatrickD4511,2018-10-25 13:14,148,428,# doencasraras pauta encontro q dia rj 23/10 c/o futuro presidente # brasil @ jairbolsonaro q vestiu camisa # somostodosraros # bolsonaropresidente # bolsonaro # bolsonaro17 # somostodosbolsonaro patrick dorneles partido brasil # umraronocongresso,,@,# # # # # # # #,"1,05549287013474E+018",https://twitter.com/PatrickD4511/status/1055492870134738944
Francischini_,2018-10-25 12:09,59,324,relembrar viver # bolsonaro17 # tbt hoje # delegadofrancischini,,,# # #,"1,05547645871658E+018",https://twitter.com/Francischini_/status/1055476458716577792
joicehasselmann,2018-10-25 11:30,1096,2773,"maravilha ver pesquisa verdade ! ! ! @ jairbolsonaro arrebentando sao paulo . cade @ ibope_in manipulacao grosseira ? ? ? dito , # bolsonaro17 nao ninguem ! vamos chegar 80 % capitao ! ! !",,@ @,#,"1,05546665331881E+018",https://twitter.com/joicehasselmann/status/1055466653318811648
Giselle63376869,2018-10-25 11:22,1,38,# elesim # bolsonaropresidente # cagueiproibope vai dar,,,# # #,"1,05546462916454E+018",https://twitter.com/Giselle63376869/status/1055464629164539904
fantasticrio,2018-10-25 10:49,7,22,we hope happy ending in the final election next sunday . jb # bolsonaropresidente # elesim # ptnuncamais with the glory of # god against communist workers party # pt,,,# # # # #,"1,05545633270959E+018",https://twitter.com/fantasticrio/status/1055456332709593088
Francischini_,2018-10-25 10:42,62,298,vai vendo ... # delegadofrancischini # bolsonaro17 # compartilhe,,,# # #,"1,0554546223815E+018",https://twitter.com/Francischini_/status/1055454622381498368
Francischini_,2018-10-25 10:42,57,243,voce sabia ? nunca vou parar ! orgulho fazer melhor parana ! # delegadofrancischini # bolsonaro17 # compartilhe,,,# # #,"1,05545453189778E+018",https://twitter.com/Francischini_/status/1055454531897778176
GilmarArnold1,2018-10-25 10:39,3,2,olsonaro 88 % enquete on-line sbt . # b17,,,#,"1,05545379276068E+018",https://twitter.com/GilmarArnold1/status/1055453792760676352
juansardinha_,2018-10-25 10:24,159,321,atencao # direitaseguedireita # bolsonaropresidenteeleito rt ! devemos unir combater fake news pt ! ! siga rt fv ( favoritar ) siga qm seguir # direitaunida # direitasdv # elesim # naoaceitaremosfraude,,,# # # # # #,"1,05545010125306E+018",https://twitter.com/juansardinha_/status/1055450101253058562
domingues_eron,2018-10-25 20:12,46,66,"hoje , 22h ( horario brasilia ) , tv record entrevistara bolsonaro durante 25 minutos . todos ligados record ! tv record batera globo audiencia ! gentileza , passe adiante . # b17",,,#,"1,05559808227514E+018",https://twitter.com/domingues_eron/status/1055598082275135488
Leticia_fonsi,2018-10-26 20:54,0,14,# b17 neles,,,#,"1,05597106961662E+018",https://twitter.com/Leticia_fonsi/status/1055971069616623616
CleideC48666471,2018-10-26 20:10,3,40,deus proteja capitao ! # bolsonaro17,,,#,"1,0559597965564E+018",https://twitter.com/CleideC48666471/status/1055959796556402688
lbrooklyngirl,2018-10-26 19:23,0,1,# elesim god help us,,,#,"1,05594807435341E+018",https://twitter.com/lbrooklyngirl/status/1055948074353414149
fcfelipehcampos,2018-10-26 19:19,830,3199,voto @ jairbolsonaro ! ! # elesim # mbl # ordemeprogresso # eleicoes2018,,@,# # # #,"1,05594715682836E+018",https://twitter.com/fcfelipehcampos/status/1055947156828364801
Francischini_,2018-10-26 19:01,1515,5119,parece eleicao domingo vai ser igual crianca brincava policia ladrao . cada escolhe preferencia . # bolsonaro17,,,#,"1,05594258792688E+018",https://twitter.com/Francischini_/status/1055942587926876162
safabiano10,2018-10-26 17:58,4,7,vem brasil mostra forca ! # b17,,,#,"1,05592672946063E+018",https://twitter.com/safabiano10/status/1055926729460629504
DARANA02,2018-10-26 17:31,47,107,# b17,,,#,"1,05591978803848E+018",https://twitter.com/DARANA02/status/1055919788038479876
Lalinha_chst,2018-10-26 17:21,6,15,oraaaaaa # b17 # mulherescombolsonaro,,,# #,"1,05591733007985E+018",https://twitter.com/Lalinha_chst/status/1055917330079850498
lasiermartins,2018-10-26 17:15,61,189,milhoes brasileiros voltarao neste domingo urnas consagrar democracia ditar rumos pais rio grande proximos anos . apoio # sartori15 # bolsonaro17,,,# #,"1,05591573341318E+018",https://twitter.com/lasiermartins/status/1055915733413183489
EnqueteBrasil21,2018-10-26 16:05,1877,1428,pesquisa intencao voto : - voce vota presidente ? # haddad13 # bolsonaro17 ( rt amigos votem tambem ) # eleicoes2018 # segundoturno @ jairbolsonaro @ haddad_fernando # andradejaera # brasilvirahaddad,,@ @,# # # # # #,"1,05589826404474E+018",https://twitter.com/EnqueteBrasil21/status/1055898264044744704
VaniaDiniz7,2018-10-26 15:57,2,11,brinde futuro # presidentebolsonaro # bolsonaro17 @ jairbolsonaro vivaaaaa,,@,# #,"1,05589621764382E+018",https://twitter.com/VaniaDiniz7/status/1055896217643823105
paulazanelli,2018-10-26 15:49,142,253,mensagem zeze camargo # bolsonaropresidente17,,,#,"1,05589423797853E+018",https://twitter.com/paulazanelli/status/1055894237978525697
dani__leal,2018-10-26 15:41,171,253,escolha maos . # andradejaera # b17,,,# #,"1,05589218646058E+018",https://twitter.com/dani__leal/status/1055892186460577793
EndgelR,2018-10-26 15:14,18,59,# elesim # andradejaera,,,# #,"1,05588550209049E+018",https://twitter.com/EndgelR/status/1055885502090489857
Francischini_,2018-10-26 15:09,1522,3089,so lembrar voces ... . bandeira jamais sera vermelha ... # bolsonaro17 # delegadofrancischini # compartilhe,,,# # #,"1,0558842211711E+018",https://twitter.com/Francischini_/status/1055884221171097600
claudinhostras,2018-10-26 15:09,0,0,voto wilson jose witzel 20 # bolsonaropresidente17 # b17 https : //www.facebook.com/1096652049/posts/10212286240966627/ ...,,,# #,"1,05588412430357E+018",https://twitter.com/claudinhostras/status/1055884124303568896
lfanspach2,2018-10-26 14:38,114,105,muda brasil ! # bolsonaropresidenteeleito # bolsonaropresidente # bolsonaro17 # mudabrasil17 # mudabrasilcombolsonaro # andradejaera,,,# # # # # #,"1,05587639420973E+018",https://twitter.com/lfanspach2/status/1055876394209734656
fantasticrio,2018-10-26 14:14,10,20,"# brazilelection game 40:60 south venezuela vs brazil the final battle in 2 days between tele-guided # haddad , robot of communist workers party # pt against # bolsonaro , nationalist of social liberal party # psl its like goliath vs david jb # bolsonaro # elesim # ptnaopic.twitter.com/qvu6fohaci",,,# # # # # # # #,"1,05587038703522E+018",https://twitter.com/fantasticrio/status/1055870387035222017
lauer_camila,2018-10-26 14:00,33,45,ganhar nao vai ganhar perder nao vai ganhar vai perder ate sabe # bolsonaro2019 # b17 # nemvemquenaotempt,,,# # #,"1,05586672845291E+018",https://twitter.com/lauer_camila/status/1055866728452907008
FabyAmorim2,2018-10-26 13:41,2,25,"jamais vao intimidar , entro octogono pra derrubar # elesim",,,#,"1,05586206328374E+018",https://twitter.com/FabyAmorim2/status/1055862063283740674
Cdilma1,2018-10-27 20:54,3,15,# b17,,,#,"1,0563333476209E+018",https://twitter.com/Cdilma1/status/1056333347620900865
LeoBrasil19,2018-10-27 19:27,1,1,olsonaro # bolsonaropresidente17,,,#,"1,05631147180888E+018",https://twitter.com/LeoBrasil19/status/1056311471808884738
leosertao,2018-10-27 19:21,5,10,recife/pe # mudabrasil17 # bolsonaropresidente17,,,# #,"1,05630998892533E+018",https://twitter.com/leosertao/status/1056309988925325318
LeoBrasil19,2018-10-27 19:20,5,10,olsonaro # bolsonaropresidente17 # mudabrasil17,,,# #,"1,05630969378056E+018",https://twitter.com/LeoBrasil19/status/1056309693780557824
marq4life,2018-10-27 18:32,156,292,"passando pra avisar aqui australia ja 28 , ja @ jairbolsonaro presidente . # mudabrasil17 # bolsonaro17 # acabouapiranhagempt",,@,# # #,"1,05629758063879E+018",https://twitter.com/marq4life/status/1056297580638785537
arilenepaula,2018-10-27 18:20,0,0,nenhumzinho ! # nemvemquenaotempt # bolsonaro17,,,# #,"1,05629466819813E+018",https://twitter.com/arilenepaula/status/1056294668198133761
Alex29688824,2018-10-27 16:33,1,3,# b17 neles,,,#,"1,0562677074763E+018",https://twitter.com/Alex29688824/status/1056267707476295680
LeontinesMelo,2018-10-27 15:43,2,1,# b17 neles ...,,,#,"1,05625505622234E+018",https://twitter.com/LeontinesMelo/status/1056255056222343168
Maicbal,2018-10-27 15:40,2,1,asta apertar .. # bolsonaropresidente17,,,#,"1,0562542489278E+018",https://twitter.com/Maicbal/status/1056254248927797250
RosaReginaMend6,2018-10-27 15:26,0,0,# b17 doria 45,,,#,"1,05625068966239E+018",https://twitter.com/RosaReginaMend6/status/1056250689662394368
AndrDetoni1,2018-10-27 15:14,153,304,maior mobilizacao favor candidato es . # b17 # bolsonaropresidente # mudabrasi17,,,# # #,"1,05624766011663E+018",https://twitter.com/AndrDetoni1/status/1056247660116631553
Noiaa_ndre,2018-10-27 14:54,34,716,"vem morar aqui brasil tom , quero ver vc vim desafio vc vim morar aqui brasil viver salario minimo mes , tentar nao ser assaltado utilizar sus . hipocrisia # mudabrasi17 # elesim",,,# #,"1,05624274804137E+018",https://twitter.com/Noiaa_ndre/status/1056242748041367552
AnninhaCalderon,2018-10-27 14:46,50,99,video despedida propaganda eleitoral futuro presidente @ jairbolsonaro ( tema / musica autorizada viviane senna ) # b17 # mudabrasil17 # bolsonaro,,@,# # #,"1,05624079047166E+018",https://twitter.com/AnninhaCalderon/status/1056240790471655424
rbarbosa06,2018-10-27 14:38,803,1647,moral ... olha pra pt perdeu eleicao ! # mudabrasi17 # elesim @ jairbolsonaropic.twitter.com/ztlno4ow4,,@,# #,"1,05623879008229E+018",https://twitter.com/rbarbosa06/status/1056238790082285568
RafaelPereir20,2018-10-27 14:00,13,24,amanha ! ! ! governador : wilson witzel presidente : jair bolsonaro # w20 # b17 # mudabrasil17 # eleicoes2018,,,# # # #,"1,05622912940058E+018",https://twitter.com/RafaelPereir20/status/1056229129400578048
